Country-Name,Country-Code,Indicator-Name,Indicator-Code,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,,,,,,,,,,,,,,,
Middle East & North Africa,MEA,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,49.36942214,49.36340085,49.35974107,49.35787181,49.3570021,49.35639389,49.35569486,49.35464726,49.3523148,49.34786462,49.34048581,49.33108067,49.31937557,49.30270025,49.2775965,49.24295776,49.19752224,49.1445233,49.09229726,49.05101021,49.02629215,49.01969801,49.02690218,49.04008593,49.0494682,49.0493481,49.03905641,49.02164757,48.99938039,48.97525477,48.9552065,48.93147966,48.93151551,48.91588168,48.90990857,48.87410595,48.88984135,48.91598493,48.94234494,48.95625664,48.94940399,48.92004492,48.87253201,48.81232533,48.74706895,48.68267416,48.62073397,48.561329,48.50657206,48.4583246,48.4173668,48.38494504,48.36180142,48.34803203,48.34254,48.34383119,48.3511692
Middle East & North Africa (excluding high income),MNA,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,49.38234534,49.38131531,49.38451419,49.39019707,49.39610917,49.40073968,49.40359777,49.40513155,49.40594158,49.40690118,49.40846232,49.41157021,49.41575196,49.41860935,49.41714715,49.40998219,49.39568322,49.37654466,49.35901897,49.35104539,49.35705306,49.37820889,49.4105442,49.44714967,49.47945988,49.50210452,49.51446263,49.5189996,49.51764666,49.51313314,49.50651091,49.49917296,49.49013669,49.48215039,49.4784688,49.48082043,49.49116425,49.50783211,49.52490055,49.53462868,49.53255397,49.51623257,49.48938481,49.46094369,49.44261195,49.44174689,49.4606867,49.49501792,49.53706722,49.57656006,49.60661957,49.62576971,49.63667434,49.64187058,49.64517446,49.64924358,49.65416193
Middle East & North Africa (IDA & IBRD),TMN,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,49.38234534,49.38131531,49.38451419,49.39019707,49.39610917,49.40073968,49.40359777,49.40513155,49.40594158,49.40690118,49.40846232,49.41157021,49.41575196,49.41860935,49.41714715,49.40998219,49.39568322,49.37654466,49.35901897,49.35104539,49.35705306,49.37820889,49.4105442,49.44714967,49.47945988,49.50210452,49.51446263,49.5189996,49.51764666,49.51313314,49.50751233,49.50023325,49.49124509,49.48331732,49.47973137,49.48223285,49.49280327,49.50976341,49.52708981,49.5369943,49.5349675,49.51853836,49.49146326,49.46276613,49.44427255,49.44342077,49.46257853,49.49729027,49.53981422,49.57976173,49.61018002,49.6295774,49.6406408,49.6459316,49.64930743,49.65345548,49.65846136
Middle income,MIC,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,49.5417393,49.54337144,49.53892105,49.52999833,49.52203147,49.51473661,49.50580909,49.49829205,49.49093427,49.48305791,49.47467971,49.46588626,49.45743793,49.4492553,49.44176232,49.43532252,49.42988612,49.42501519,49.42071557,49.41730952,49.41518847,49.4143479,49.41389205,49.41341251,49.4120664,49.40838414,49.40189326,49.39326539,49.3838308,49.37531875,49.36814181,49.36277548,49.35920142,49.35693542,49.3551274,49.35391611,49.3531694,49.35319643,49.35324369,49.35250265,49.34986737,49.34521687,49.33912125,49.33256956,49.32653054,49.32137669,49.31748268,49.31472531,49.31287742,49.31168571,49.3106382,49.30978689,49.30929582,49.30879496,49.30928581,49.31042411,49.31702883
North America,NAC,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,50.32282969,50.35006708,50.37829769,50.40839177,50.44145195,50.47792688,50.51878372,50.56323173,50.60763393,50.64719349,50.67871432,50.70019904,50.71317455,50.72252677,50.73496147,50.75486293,50.78436343,50.82070689,50.85895258,50.89214813,50.91535635,50.92731358,50.92992432,50.9266669,50.9222881,50.92007682,50.92104891,50.923466,50.92496807,50.92168571,50.91175105,50.89468057,50.87174025,50.84448074,50.81519691,50.78572027,50.75647185,50.72757578,50.69970264,50.67337446,50.64894195,50.62638864,50.60580282,50.58749364,50.57189227,50.55911904,50.54973724,50.54320801,50.53745305,50.52973263,50.51831502,50.50235777,50.48284883,50.46218335,50.44367352,50.42959988,50.42059703
OECD members,OED,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,51.09644609,51.07981971,51.06196315,51.04461662,51.02989077,51.01978645,51.0150014,51.01439393,51.01576092,51.01545442,51.00995537,50.99888015,50.98497582,50.97002435,50.95759225,50.95069884,50.95039545,50.95526465,50.96336682,50.97173834,50.978232,50.9821156,50.983766,50.98369315,50.98267484,50.98123399,50.97937886,50.97669584,50.9731713,50.9684727,50.96240186,50.95488541,50.94624524,50.93662463,50.92630288,50.91562065,50.90468122,50.89358195,50.8826363,50.87201046,50.86159369,50.85185162,50.84279143,50.83461313,50.82752773,50.82169664,50.81710772,50.81387898,50.81092793,50.80756142,50.80308914,50.79707874,50.79024136,50.7829833,50.77529633,50.76742658,50.75953394
Other small states,OSS,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,51.47991919,51.44960775,51.4187959,51.38664312,51.35366966,51.31947822,51.28340866,51.24551741,51.20730952,51.16813449,51.12740817,51.08458339,51.03893903,50.99235811,50.94735301,50.90521306,50.86664165,50.83047883,50.7926678,50.74773023,50.69320366,50.62985595,50.56013883,50.48485212,50.40554553,50.32476397,50.24192124,50.15866696,50.08136112,50.0173547,49.97096232,49.94036934,49.92021466,49.90975404,49.90913301,49.91357419,49.92043935,49.92660708,49.92637467,49.9170044,49.89070252,49.84997608,49.79558081,49.70811853,49.56358935,49.35231871,49.07169239,48.74484483,48.41404861,48.12489248,47.90663447,47.765715,47.68986332,47.66144692,47.65388137,47.64766866,47.63724453
Pacific island small states,PSS,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,48.44189006,48.49006091,48.57391399,48.67030499,48.74935959,48.79381082,48.79977836,48.77834012,48.74606624,48.72412044,48.72618889,48.75527537,48.80379903,48.86105581,48.91256912,48.94888448,48.96787518,48.97387472,48.9710689,48.9656025,48.9617416,48.96014061,48.95939872,48.95887109,48.95784039,48.95539904,48.95189949,48.9477768,48.9438009,48.94055642,48.93873152,48.93828226,48.93932594,48.94190074,48.94617395,48.95216011,48.96004225,48.96968789,48.98047404,48.99158955,49.00242634,49.01269843,49.02274211,49.03321158,49.04515311,49.05914863,49.07536462,49.09339832,49.11219851,49.13076217,49.14834949,49.16464132,49.1799857,49.19481908,49.20961135,49.22493311,49.24084292
Post-demographic dividend,PST,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,51.40229746,51.3790406,51.35580833,51.33360708,51.31426571,51.29958033,51.29040839,51.28539802,51.28270083,51.27825215,51.26938893,51.25525704,51.23865909,51.22142475,51.20622198,51.19672188,51.19423132,51.19677797,51.20253829,51.20777171,51.2114249,51.21229346,51.21071185,51.20744019,51.20295046,51.19758032,51.19127008,51.18373227,51.17510556,51.1653348,51.15413146,51.14152377,51.12822313,51.11441195,51.10015386,51.08657806,51.07386395,51.06267306,51.05250842,51.04315752,51.03392367,51.02511572,51.01694893,51.00995574,51.00425912,51.00005699,50.99742314,50.9964445,50.99549036,50.99379732,50.99034986,50.98445124,50.97696293,50.96839848,50.95883212,50.94934786,50.9397603
Pre-demographic dividend,PRE,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,50.37117262,50.36449555,50.35699949,50.34865507,50.33941205,50.32927701,50.31824674,50.30646238,50.29422413,50.28187821,50.2696251,50.2578777,50.24654568,50.23482393,50.22170778,50.2067856,50.18982218,50.17171571,50.15442095,50.14026341,50.13057881,50.12535037,50.12363926,50.12459257,50.12708034,50.13013846,50.13377584,50.13767389,50.14030792,50.13991518,50.13546983,50.12658652,50.11398878,50.09912454,50.083815,50.06920671,50.05570439,50.04283782,50.02982323,50.0156241,49.99971901,49.98191997,49.96289028,49.94393059,49.92662525,49.91188678,49.90008034,49.89054399,49.88194393,49.87259419,49.86149869,49.84844382,49.83410501,49.81946848,49.80579378,49.79387318,49.78384299
Small states,SST,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,51.25563129,51.24859769,51.24000483,51.22632135,51.20434312,51.17186889,51.12730129,51.0727144,51.01423636,50.95809139,50.90832019,50.86594758,50.82861617,50.79475499,50.76215176,50.72901537,50.69555081,50.66210557,50.62628824,50.58516824,50.5377201,50.48400235,50.42581049,50.3653228,50.30565323,50.24957136,50.19703406,50.14786995,50.10394154,50.06724331,50.03895859,50.01768775,50.00075786,49.98817419,49.98086778,49.97628526,49.97220771,49.96671845,49.95781312,49.94599612,49.92703475,49.90340124,49.87436129,49.82292078,49.72750681,49.57791365,49.37071875,49.12327929,48.86810071,48.64186565,48.46828807,48.35341272,48.28811875,48.25953783,48.24759507,48.23733114,48.22465608
South Asia,SAS,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,48.25268066,48.24661034,48.24179843,48.23819521,48.23537387,48.23330839,48.23207936,48.23173476,48.23198449,48.23246126,48.23299186,48.23327994,48.23358025,48.23477097,48.23785503,48.24344255,48.25174248,48.26215388,48.27349129,48.28424705,48.2934208,48.3004239,48.30593079,48.31074619,48.31612701,48.32278907,48.3311065,48.34044827,48.34936916,48.35603017,48.35935142,48.35893625,48.35561349,48.35102426,48.34729343,48.34579672,48.34708996,48.35053698,48.354877,48.35838567,48.36002774,48.35938512,48.35720618,48.35506341,48.35502225,48.35838326,48.36555087,48.37574455,48.38763351,48.39941058,48.40986182,48.41872873,48.42643103,48.43328484,48.4398411,48.44645666,48.45320517
South Asia (IDA & IBRD),TSA,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,48.25268066,48.24661034,48.24179843,48.23819521,48.23537387,48.23330839,48.23207936,48.23173476,48.23198449,48.23246126,48.23299186,48.23327994,48.23358025,48.23477097,48.23785503,48.24344255,48.25174248,48.26215388,48.27349129,48.28424705,48.2934208,48.3004239,48.30593079,48.31074619,48.31612701,48.32278907,48.3311065,48.34044827,48.34936916,48.35603017,48.35935142,48.35893625,48.35561349,48.35102426,48.34729343,48.34579672,48.34708996,48.35053698,48.354877,48.35838567,48.36002774,48.35938512,48.35720618,48.35506341,48.35502225,48.35838326,48.36555087,48.37574455,48.38763351,48.39941058,48.40986182,48.41872873,48.42643103,48.43328484,48.4398411,48.44645666,48.45320517
Sub-Saharan Africa,SSF,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,50.42926159,50.42506396,50.4222075,50.41943777,50.41517372,50.40843876,50.39901293,50.38746546,50.37460356,50.36149531,50.34886363,50.33695879,50.32558242,50.31446623,50.30321325,50.29164084,50.27977239,50.26794429,50.25665041,50.24649741,50.23785769,50.23072031,50.22494036,50.22054343,50.21752644,50.21579377,50.21513468,50.2153007,50.2160913,50.21727434,50.21856908,50.22010522,50.2215672,50.22181964,50.21951263,50.2139138,50.20472975,50.19267269,50.1792128,50.16621508,50.15488258,50.14515922,50.13687706,50.12949381,50.12236679,50.11501576,50.10753185,50.09994683,50.09172781,50.08225976,50.07122238,50.05853593,50.04456355,50.03000406,50.01572585,50.00230379,49.98988192
Sub-Saharan Africa (excluding high income),SSA,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,50.42914968,50.42497022,50.42213074,50.41937706,50.41513014,50.40841354,50.39900771,50.38748091,50.37464065,50.36155453,50.34894505,50.33706222,50.32570816,50.31460982,50.30336927,50.29180275,50.27993196,50.26809507,50.25678758,50.24662262,50.23797481,50.23083443,50.22505397,50.22065601,50.21763511,50.21589307,50.21521781,50.21536496,50.21613259,50.21729742,50.21858176,50.22011672,50.22158432,50.22184541,50.21954519,50.2139477,50.20475947,50.19269437,50.17922478,50.16621786,50.1548788,50.14515096,50.13686579,50.1294835,50.12236298,50.1150245,50.10756043,50.10000018,50.09180739,50.08235858,50.07133354,50.05864316,50.04466268,50.03009078,50.01579871,50.00236473,49.98993247
Sub-Saharan Africa (IDA & IBRD),TSS,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,50.42926159,50.42506396,50.4222075,50.41943777,50.41517372,50.40843876,50.39901293,50.38746546,50.37460356,50.36149531,50.34886363,50.33695879,50.32558242,50.31446623,50.30321325,50.29164084,50.27977239,50.26794429,50.25665041,50.24649741,50.23785769,50.23072031,50.22494036,50.22054343,50.21752644,50.21579377,50.21513468,50.2153007,50.2160913,50.21727434,50.21856908,50.22010522,50.2215672,50.22181964,50.21951263,50.2139138,50.20472975,50.19267269,50.1792128,50.16621508,50.15488258,50.14515922,50.13687706,50.12949381,50.12236679,50.11501576,50.10753185,50.09994683,50.09172781,50.08225976,50.07122238,50.05853593,50.04456355,50.03000406,50.01572585,50.00230379,49.98988192
Upper middle income,UMC,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,49.73684934,49.75510511,49.75907898,49.75169932,49.74598941,49.74116742,49.73275778,49.72682393,49.72068184,49.71277297,49.70319899,49.69217474,49.68155314,49.67090907,49.66080177,49.65198309,49.64423714,49.63697552,49.63041538,49.62561673,49.62376943,49.62468266,49.62682307,49.62964155,49.63199302,49.63106198,49.62583835,49.61732606,49.60731535,49.59813674,49.59031993,49.58428045,49.58018935,49.57788352,49.57679699,49.57739077,49.5791419,49.58248086,49.58617642,49.58903369,49.588955,49.58561347,49.57995982,49.57364998,49.56853716,49.56525429,49.56463609,49.5662698,49.56910672,49.57186824,49.57294599,49.57236735,49.57071606,49.56755363,49.56588745,49.56509151,49.57913423
World,WLD,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,50.00182347,49.99903371,49.98922851,49.97482541,49.96187973,49.95042841,49.93871369,49.92905953,49.91959815,49.90961406,49.89744382,49.88364583,49.8695705,49.85516452,49.84220049,49.83129858,49.82230905,49.81502266,49.80879833,49.80314567,49.79803835,49.79317955,49.78785113,49.78220475,49.77601772,49.76836912,49.75899099,49.74813977,49.73666868,49.72557992,49.71487535,49.70500738,49.69748014,49.68951372,49.68240584,49.67442158,49.67004781,49.66712265,49.66461028,49.66131369,49.65584628,49.64824278,49.63899805,49.62888459,49.61883182,49.60920697,49.60039149,49.5923955,49.58512069,49.57831569,49.57179777,49.56542915,49.56009452,49.55531684,49.55180825,49.5491747,49.5520883
Afghanistan,AFG,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,48.30661473,48.39667887,48.48130926,48.56058639,48.63462486,48.70355955,48.76688875,48.82475937,48.87841174,48.92926962,48.9778931,49.02446117,49.06783332,49.10575276,49.13553618,49.15561958,49.16660828,49.16951321,49.16399995,49.14950593,49.12563472,49.0886112,49.03770829,48.97968458,48.92648988,48.88777763,48.87475239,48.88354419,48.891143,48.86531257,48.78973977,48.66183443,48.50744564,48.365418,48.2702579,48.23412961,48.25848025,48.32721623,48.41249862,48.4776993,48.49980763,48.47107519,48.40785944,48.3381442,48.29440188,48.29363571,48.34038719,48.42122962,48.51290907,48.58481868,48.6176717,48.60675076,48.56403832,48.50709036,48.45808898,48.43075023,48.42729588
Albania,ALB,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,48.52034224,48.51838868,48.51905884,48.52085943,48.52201892,48.52153735,48.51883112,48.51460578,48.51062418,48.50920889,48.51167255,48.51869176,48.52926691,48.54108783,48.55124112,48.55797604,48.56074938,48.56086635,48.56062477,48.56302998,48.57001132,48.58753737,48.61563346,48.6445603,48.66142356,48.66093052,48.62694973,48.57061207,48.54125535,48.60042186,48.78372477,49.12454456,49.6017883,50.12639425,50.55555662,50.77646024,50.73129856,50.46217087,50.07103037,49.70536311,49.46692227,49.38828646,49.43469847,49.55728903,49.67916313,49.74569881,49.7399812,49.68442456,49.61021231,49.56742344,49.59276442,49.70010499,49.87129717,50.07340596,50.2597523,50.39767955,50.47697765
Algeria,DZA,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,49.68187556,49.70333259,49.72936194,49.75535518,49.77502797,49.78448878,49.78335965,49.77419458,49.75971639,49.74344331,49.72775663,49.71301349,49.69868496,49.68499967,49.67203712,49.6598021,49.64822472,49.63717732,49.6264756,49.61587646,49.60506467,49.59477613,49.58469216,49.57251381,49.55546206,49.53223243,49.50214437,49.46717497,49.43167135,49.4009998,49.37843957,49.36536589,49.36003824,49.35887984,49.35713841,49.35196493,49.34221556,49.32992373,49.31919499,49.31549526,49.32233415,49.34042137,49.36773975,49.40159999,49.43820814,49.47461196,49.51030136,49.54530783,49.57799187,49.60661594,49.63012567,49.64784831,49.66037007,49.66948868,49.67763928,49.6865253,49.6965694
American Samoa,ASM,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angola,AGO,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,50.98673002,50.98393285,50.98037745,50.97604876,50.97093899,50.9650175,50.95827319,50.95076483,50.94261645,50.9340122,50.92508787,50.91591723,50.90644657,50.896527,50.88597233,50.87463175,50.86300337,50.85123685,50.83859446,50.82422951,50.80792017,50.78936685,50.76972371,50.75173725,50.73853473,50.73176984,50.73133673,50.73578766,50.74356296,50.75262046,50.76126878,50.76930935,50.77637543,50.78069462,50.7803584,50.77430489,50.76230112,50.74510929,50.72399986,50.70073702,50.67671459,50.65241832,50.6279386,50.60371527,50.58004683,50.55710558,50.53501969,50.51388124,50.49371163,50.4745176,50.45629222,50.43906526,50.42281828,50.40744702,50.39282182,50.37884701,50.3654878
Antigua and Barbuda,ATG,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,52.94160677,53.06391351,53.01095701,52.84653465,52.66153846,52.51873334,52.42691308,52.36443986,52.32841585,52.30534778,52.28625189,52.27923664,52.28628822,52.28476431,52.24674095,52.15514129,51.99908286,51.79357191,51.57287116,51.388318,51.27096343,51.2344086,51.26613488,51.34789134,51.44698862,51.53930397,51.62448727,51.70909205,51.7781189,51.80983427,51.79304106,51.70640261,51.56540656,51.43676389,51.40796394,51.5223339,51.80155171,52.19985602,52.62108185,52.94775187,53.10761385,53.08210505,52.91015869,52.65747058,52.41562446,52.24732029,52.16912073,52.15825207,52.19097832,52.23174971,52.25430743,52.25632998,52.24825697,52.23203867,52.21452145,52.20000436,52.18788415
Argentina,ARG,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,49.21689261,49.27914413,49.34371906,49.40972891,49.47585685,49.54115821,49.6067031,49.6728901,49.73749717,49.797598,49.85180867,49.89717415,49.93595597,49.97767853,50.03465265,50.11401591,50.21933816,50.34445847,50.47514197,50.5924464,50.68371614,50.74498572,50.78170513,50.80227667,50.81866669,50.83908433,50.86543703,50.89478793,50.92454077,50.95065923,50.970576,50.98391211,50.99244992,50.99836088,51.00453399,51.01288425,51.02411843,51.03739427,51.05119595,51.06334978,51.07240101,51.07795824,51.08071132,51.08160057,51.08196288,51.08271601,51.08409897,51.08573819,51.08719608,51.08781932,51.08716702,51.08518141,51.08208,51.0780237,51.07325668,51.06796443,51.06219253
Armenia,ARM,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,51.74783495,51.66310885,51.58393143,51.51005083,51.44076631,51.37577393,51.31420262,51.25699641,51.20784587,51.17132191,51.14997252,51.14363473,51.14951443,51.16400008,51.18252518,51.20149346,51.22246153,51.2452092,51.26298733,51.26770204,51.25520864,51.2237097,51.17892108,51.13342381,51.10372711,51.10137409,51.1261998,51.17455498,51.24945911,51.35489116,51.49373924,51.6689769,51.87895511,52.11458204,52.35744206,52.58603866,52.79415773,52.97270061,53.09021195,53.11026498,53.00903937,52.78970574,52.46715972,52.04678536,51.53755045,50.95871628,50.27641755,49.52081863,48.85394394,48.49560434,48.59132592,49.22540014,50.30911525,51.60437566,52.78452135,53.62344054,54.04749032
Aruba,ABW,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,50.97771547,50.96238838,50.96752392,50.98506094,51.00562872,51.02336123,51.03444691,51.03963893,51.04735805,51.0643008,51.09624989,51.14573169,51.2072048,51.27077143,51.32259397,51.35273267,51.35585667,51.33518868,51.30103484,51.27046584,51.25465921,51.25893638,51.2780386,51.29412899,51.28837676,51.2470648,51.16691144,51.05361041,50.91933134,50.78483419,50.67258802,50.58879965,50.53564886,50.52691109,50.57235984,50.67599532,50.83718973,51.04450712,51.28213942,51.52127994,51.74227916,51.94092191,52.11853255,52.26614441,52.37487594,52.44074337,52.45958544,52.43731352,52.39091393,52.34676974,52.32339538,52.32695024,52.35221158,52.39261181,52.43568798,52.47331286,52.50472363
Australia,AUS,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,49.47727084,49.50854752,49.54159581,49.57429288,49.60419685,49.62971975,49.64994839,49.66569652,49.67926615,49.69376226,49.71140106,49.73185616,49.75462125,49.78120141,49.81328049,49.85143249,49.89701142,49.94831356,49.99921008,50.04164143,50.07037852,50.08344398,50.08366539,50.07651655,50.06953363,50.06797841,50.07221276,50.08054661,50.09334733,50.11064882,50.13196276,50.15875152,50.18983787,50.21912314,50.23868776,50.24351206,50.23103622,50.20424328,50.17033621,50.13920817,50.11749205,50.10798511,50.10787171,50.11142243,50.11051776,50.1000282,50.07829672,50.04882973,50.01776761,49.99310541,49.97988301,49.97939214,49.98898146,50.00482371,50.021613,50.03567737,50.0462703
Austria,AUT,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,53.40918049,53.37845046,53.34473395,53.30850357,53.27033437,53.23072551,53.18982856,53.14787075,53.10552689,53.06359191,53.02267214,52.98276611,52.94384749,52.90636505,52.87081001,52.83733724,52.80606762,52.77643146,52.74700646,52.71596163,52.68190451,52.64410037,52.60260402,52.55783165,52.51055621,52.46121512,52.41077547,52.35877592,52.30263636,52.2389887,52.16605414,52.08329492,51.99332735,51.90126577,51.81346928,51.73425807,51.66417452,51.60216966,51.54885241,51.50470817,51.4699007,51.44472431,51.42816159,51.41730712,51.40825052,51.39772902,51.38601819,51.3725939,51.35268527,51.32043081,51.27245208,51.20606385,51.12428311,51.03637792,50.95501705,50.88912441,50.84183885
Azerbaijan,AZE,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,52.14340378,52.04209293,51.94401614,51.8514202,51.76643341,51.68992517,51.62291055,51.56445503,51.51124717,51.45919528,51.4060593,51.35003457,51.29320831,51.24162559,51.2031107,51.18230439,51.18003818,51.19251597,51.21394065,51.23661723,51.25480411,51.26853618,51.27839996,51.28045446,51.27028949,51.2458221,51.20507908,51.15135162,51.09405175,51.04541658,51.0135865,50.9994178,50.99931284,51.01090819,51.03053656,51.05466537,51.08477314,51.11912221,51.14743746,51.15656728,51.13797655,51.08800427,51.01147876,50.91891142,50.82479911,50.73940275,50.66599616,50.60213783,50.54533843,50.49124279,50.43720844,50.38294179,50.33085057,50.28399064,50.24619983,50.21978748,50.20542746
"Bahamas, The",BHS,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,52.17117397,51.9329673,51.71411346,51.50905907,51.31304367,51.12210726,50.92850701,50.73948115,50.58091522,50.48462709,50.46529205,50.53115312,50.66237826,50.81244593,50.92194903,50.9524465,50.89188979,50.76198013,50.59922287,50.45331444,50.35554923,50.31336465,50.31256384,50.33772232,50.36606149,50.3830683,50.38765201,50.38682614,50.38412447,50.38454666,50.39245059,50.40422493,50.41952708,50.44861984,50.50543126,50.59628557,50.72694086,50.88894929,51.05738931,51.19936506,51.2919155,51.32711834,51.31545752,51.27392267,51.22636332,51.18893948,51.16482679,51.14869149,51.13816637,51.12830486,51.11576088,51.10073055,51.08542703,51.0704238,51.056509,51.04440762,51.03432998
Bahrain,BHR,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,46.44217574,46.19292061,45.88029369,45.57591211,45.36750304,45.30339262,45.3978997,45.60480727,45.83808154,45.9870489,45.97845163,45.82487953,45.56205028,45.18344034,44.6908253,44.10992703,43.43809782,42.73206348,42.11603315,41.7079652,41.55297831,41.65746742,41.95802565,42.34412166,42.67317907,42.85223818,42.8608009,42.74667367,42.56902426,42.4036531,42.2977191,42.24061814,42.21039583,42.22108973,42.28782248,42.41001898,42.59668365,42.81640054,42.98491718,43.00332031,42.81650434,42.441786,41.92551336,41.29859046,40.61094891,39.9224234,39.2527487,38.63747945,38.13736974,37.79167997,37.60206577,37.55978114,37.63359746,37.77477403,37.91912947,38.0203262,38.06443022
Bangladesh,BGD,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,48.31513865,48.36645487,48.4204988,48.4745823,48.52519306,48.5701411,48.60847484,48.64146582,48.67188424,48.70343633,48.73848288,48.77745833,48.818991,48.86115584,48.90092866,48.93561993,48.96564806,48.99086776,49.00781534,49.01266455,49.00389331,48.9806528,48.94628314,48.90829295,48.87594283,48.85514281,48.84723307,48.84960011,48.85906963,48.87124366,48.88308646,48.89457465,48.90649582,48.91787506,48.9276963,48.93546503,48.94142537,48.94634359,48.951036,48.95654416,48.96397026,48.97188558,48.98099043,48.99656475,49.02523282,49.07060051,49.13501754,49.2146201,49.29932332,49.37561003,49.43422059,49.47211905,49.49288822,49.50207752,49.50786036,49.51604653,49.52767791
Barbados,BRB,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,55.19932102,55.10588154,54.89199601,54.59935698,54.29061126,54.01001814,53.77155857,53.56521004,53.3792301,53.1955227,53.00213107,52.79455753,52.58427525,52.39567043,52.25914885,52.19340495,52.2081764,52.28972808,52.40386346,52.50382202,52.55653319,52.55215742,52.50122126,52.41655698,52.31959874,52.22698483,52.13992475,52.05524652,51.97853971,51.91556114,51.87038644,51.84609673,51.84107344,51.85088049,51.86675,51.88328892,51.89892457,51.91463378,51.92965826,51.94407259,51.95710019,51.96870174,51.97823773,51.98577835,51.9918269,51.99680307,52.0004363,52.00286796,52.00548113,52.00958106,52.01633961,52.02600124,52.03849705,52.05325253,52.06965911,52.08697641,52.10521884
Belarus,BLR,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,54.78861059,54.68620045,54.58777095,54.49431685,54.40702286,54.32661971,54.25364096,54.18753809,54.12661834,54.06852159,54.01146709,53.95487771,53.89900261,53.8439507,53.79011509,53.7378321,53.68669191,53.63650672,53.58807577,53.54251279,53.50047206,53.46318596,53.43008951,53.39797581,53.36252763,53.32117035,53.27192479,53.2169484,53.16265034,53.11768222,53.08775435,53.07600123,53.07976277,53.09193238,53.10216894,53.10338433,53.09208378,53.0716375,53.05005383,53.03903677,53.04683304,53.07632233,53.12399945,53.18390539,53.24675418,53.30519336,53.35743879,53.4044519,53.44472911,53.47726888,53.50159848,53.51638347,53.5219296,53.52163469,53.52026468,53.52137876,53.5262855
Belgium,BEL,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,51.02210881,51.03489601,51.04327137,51.04830639,51.05148505,51.05397838,51.05599992,51.05761147,51.05962422,51.06293891,51.06815586,51.07569458,51.08534427,51.09621413,51.10701924,51.11679735,51.12512025,51.13215868,51.13825581,51.14398819,51.14969976,51.15572309,51.16165178,51.16619339,51.16760721,51.16479013,51.15724672,51.14577964,51.13212785,51.11875673,51.10751484,51.09867262,51.09189132,51.08754169,51.08590103,51.08694091,51.09121905,51.09823229,51.10562759,51.11023285,51.10985375,51.10312141,51.09083185,51.07552928,51.06086236,51.04915657,51.04090168,51.03446762,51.02743211,51.01646449,50.9990322,50.97593632,50.94763573,50.91114398,50.86279371,50.80089798,50.72350089
